Outcome..1.if.made..0.otherwise.,Team_Score,Opponent_Score
0,26,17
0,8,16
0,37,34
0,75,90
0,68,74
1,71,76
0,36,44
0,90,92
0,105,110
0,38,60
0,21,23
1,48,39
0,57,57
0,47,46
1,40,43
0,41,41
0,66,78
0,21,18
0,59,57
0,68,72
1,93,100
0,82,95
0,4,4
0,0,0
1,77,82
0,48,53
0,27,22
0,73,74
1,83,83
1,47,39
0,93,101
0,70,72
0,93,93
0,47,44
0,52,60
0,65,50
0,6,4
1,24,20
1,80,76
0,96,99
1,61,70
0,10,12
0,28,44
0,32,23
1,82,58
1,19,16
1,26,28
1,80,77
0,88,90
0,69,61
0,62,64
0,78,85
1,62,66
0,124,121
0,13,16
0,88,94
0,77,65
1,67,67
1,22,22
0,53,49
0,97,106
0,79,75
0,76,89
0,66,73
0,9,3
0,84,89
1,23,18
1,50,44
1,88,72
1,81,76
0,83,77
0,88,96
1,96,90
1,97,97
0,62,66
0,93,101
0,6,17
0,37,51
1,94,96
0,66,79
1,67,68
0,62,62
0,29,33
0,5,6
1,42,39
1,16,14
0,3,0
0,83,90
0,12,4
0,50,52
1,89,87
1,46,36
0,50,42
0,93,80
0,28,41
1,77,60
0,38,48
0,63,54
1,79,78
1,40,56
1,92,69
1,42,53
1,53,39
1,90,97
0,48,56
0,74,81
0,102,108
0,67,74
0,24,15
0,117,124
0,0,0
1,98,97
0,98,105
0,82,93
0,110,96
0,10,12
1,37,53
0,10,9
0,14,25
1,21,30
0,80,106
1,83,108
1,89,111
0,74,74
0,20,22
0,72,91
0,78,63
0,10,14
0,12,14
0,47,50
0,5,4
0,27,44
0,45,60
0,12,10
0,34,35
0,2,6
0,25,36
0,8,7
1,58,65
0,60,69
0,95,106
0,30,45
1,41,53
0,41,56
0,35,38
0,52,58
0,34,40
1,62,84
0,77,89
0,27,33
1,75,77
0,83,102
0,83,104
0,25,24
0,33,54
0,82,77
1,15,15
0,20,23
0,66,59
0,21,29
0,29,46
1,35,39
0,47,67
1,90,85
0,35,34
0,51,63
1,72,84
1,39,25
0,87,93
1,96,104
1,79,61
1,67,59
0,35,36
0,85,98
0,2,0
0,96,83
0,0,2
1,60,45
0,21,15
0,72,71
0,10,22
0,99,101
0,60,51
0,55,53
1,16,13
0,30,38
0,71,54
0,14,8
1,48,40
1,60,70
0,44,44
0,50,51
1,50,54
0,74,91
0,13,12
0,80,89
0,52,47
0,56,70
0,71,95
0,8,11
0,61,56
0,10,13
1,56,42
0,3,7
0,23,12
0,83,71
0,46,55
0,49,60
0,8,2
0,24,28
0,37,43
0,83,91
1,106,99
0,42,51
1,49,56
0,85,102
0,93,74
0,32,26
0,20,18
0,39,45
0,61,63
0,27,37
0,44,59
1,62,49
0,0,3
1,28,43
1,55,54
0,8,2
1,62,45
0,34,40
1,93,100
0,46,62
0,41,56
0,70,60
0,74,62
0,74,65
1,117,112
0,2,7
0,52,50
0,2,0
0,2,2
1,42,49
0,24,19
0,2,7
0,48,52
0,78,83
0,0,0
0,49,54
0,60,62
1,68,65
0,52,51
0,90,78
1,48,35
0,2,5
0,72,70
0,37,27
0,106,105
1,77,74
0,70,84
1,3,0
1,30,18
0,55,35
0,2,2
0,74,84
0,27,30
0,62,54
1,65,56
0,76,64
1,9,16
0,35,40
0,60,63
0,8,6
1,34,31
1,13,13
0,96,88
0,25,34
0,29,25
0,41,57
1,57,62
0,76,84
0,55,59
1,56,62
0,66,74
0,94,109
1,80,78
0,11,5
0,62,72
0,82,90
0,97,98
1,90,90
0,50,68
0,40,44
0,85,92
0,21,15
0,57,71
1,77,93
0,12,20
1,76,98
0,62,62
0,43,29
0,77,61
0,57,53
0,11,10
1,60,71
0,66,77
0,71,74
0,92,99
1,21,13
0,98,77
0,49,51
0,17,25
0,34,41
0,23,21
0,45,56
0,60,49
0,65,70
0,53,54
1,8,2
0,49,40
0,76,81
0,74,73
0,103,106
0,8,10
0,85,73
0,47,55
0,100,106
1,20,10
0,8,9
0,101,99
0,14,4
1,53,70
0,106,118
0,22,18
0,83,95
0,46,47
0,87,86
0,28,23
0,57,64
0,4,4
1,20,14
0,64,59
1,50,51
1,67,67
0,104,109
0,34,37
0,83,87
1,16,11
0,40,38
0,53,56
0,61,66
1,53,55
0,127,131
0,93,76
1,60,59
1,7,9
0,95,100
1,107,86
0,8,12
0,95,85
1,53,51
0,58,57
1,50,31
0,71,45
1,57,72
0,85,91
0,33,36
0,76,66
1,3,5
0,4,7
0,68,54
0,0,2
0,63,78
1,16,12
1,32,32
0,55,51
0,94,98
0,80,85
1,40,33
0,71,56
0,56,66
0,117,126
1,7,8
1,14,16
0,16,25
0,30,36
0,65,67
0,51,55
1,13,7
0,32,28
1,102,91
0,38,53
1,5,0
0,21,23
1,70,57
1,30,20
0,97,83
0,58,58
0,62,65
0,28,33
0,45,52
0,105,108
0,44,80
0,99,115
0,5,12
0,74,67
0,2,6
1,28,32
0,86,103
0,2,6
0,76,88
0,59,59
0,98,107
1,54,40
1,61,48
0,7,18
1,12,8
1,64,49
0,53,49
0,45,44
0,0,2
1,62,41
0,48,51
1,57,56
1,65,62
1,61,52
0,63,57
1,3,0
0,8,10
0,52,64
0,95,95
1,15,11
1,62,50
0,58,47
1,61,49
0,70,63
1,99,83
0,93,86
0,60,54
0,78,83
0,51,57
1,83,69
0,19,12
1,110,110
0,16,11
0,9,13
0,14,16
0,50,46
0,44,41
0,85,94
0,70,78
0,54,52
0,14,13
1,3,6
0,65,51
0,69,51
1,94,90
0,42,44
0,4,6
0,66,67
1,9,6
0,13,10
1,104,101
0,6,7
0,50,70
0,67,44
0,9,13
0,58,50
1,97,86
0,50,44
0,60,57
0,114,113
0,110,96
1,55,40
0,62,42
0,68,47
1,71,51
0,89,81
1,43,35
0,56,58
0,64,60
1,82,85
1,49,52
0,2,0
1,61,60
0,69,74
1,107,103
0,49,63
1,99,98
1,40,35
1,60,44
0,80,71
0,94,90
0,39,32
1,81,72
0,26,42
0,60,78
1,13,14
0,65,52
0,16,15
0,64,57
0,26,36
0,85,79
1,67,79
0,67,81
1,24,37
0,56,73
0,64,73
1,9,8
0,94,97
1,64,59
1,82,67
0,75,70
1,105,105
1,50,50
1,101,91
0,79,71
1,12,10
1,15,12
1,27,21
0,81,67
1,14,12
0,66,70
1,81,62
0,21,10
0,76,67
1,81,70
0,61,51
1,66,53
0,97,88
0,51,47
0,55,49
0,69,77
1,109,108
0,67,72
0,49,32
0,55,37
0,63,79
1,21,12
1,67,65
0,53,60
0,107,107
1,3,5
0,3,5
1,19,13
1,58,51
0,61,51
0,30,43
1,59,63
1,92,108
0,94,118
0,42,43
1,47,43
1,10,16
1,17,23
1,42,42
1,49,45
0,83,84
0,84,90
0,86,92
1,15,12
1,48,50
1,75,75
1,80,78
0,85,83
0,34,24
0,52,39
1,30,26
0,30,34
1,71,80
0,103,105
1,110,108
1,15,15
1,52,40
0,60,51
0,71,63
0,84,80
0,45,50
0,53,61
1,77,76
0,77,81
0,0,7
