Outcome..1.if.made..0.otherwise.,Team_Score,Opponent_Score
1,84,84
0,30,27
0,34,28
0,40,37
0,61,58
0,101,113
0,18,17
0,26,27
1,91,76
0,8,11
0,92,109
0,40,52
1,78,81
1,97,103
0,57,59
0,59,66
1,59,60
1,69,69
1,72,69
0,79,78
0,96,99
1,43,51
0,61,76
1,19,24
1,60,71
0,8,11
1,32,43
1,41,52
1,51,59
1,84,84
0,73,72
0,8,10
1,28,27
0,14,12
1,52,36
0,40,54
0,58,65
0,74,78
1,67,75
0,40,46
0,69,64
0,10,10
1,18,13
1,21,15
0,88,85
0,2,10
0,60,54
0,45,50
0,43,61
0,79,84
0,50,61
1,92,97
1,97,100
0,5,14
0,88,95
0,58,73
1,65,82
1,39,29
0,5,2
0,58,55
0,70,63
0,78,82
1,31,38
0,66,67
0,53,51
0,73,63
1,7,0
0,56,66
0,74,82
0,111,116
0,61,81
1,18,18
0,48,38
1,28,22
0,70,74
0,16,28
1,75,61
0,65,64
0,16,16
1,29,24
1,34,25
0,67,56
1,47,58
0,4,8
1,28,24
0,72,81
1,102,104
0,20,26
0,63,61
0,59,83
0,6,8
0,65,56
1,103,88
1,58,62
0,77,85
0,81,85
0,21,14
1,27,16
1,93,82
0,60,73
1,51,36
1,83,62
0,10,17
1,46,40
0,67,58
0,67,81
0,43,56
1,47,59
0,47,62
0,68,84
0,2,2
1,59,84
1,5,9
0,56,46
0,85,77
0,21,9
1,21,14
0,0,2
1,53,57
0,57,64
1,103,115
1,13,18
1,72,61
1,81,70
1,98,84
0,108,100
0,123,123
0,131,136
1,14,15
0,51,51
0,75,76
0,84,84
1,91,89
1,102,96
0,23,17
1,52,46
1,67,52
1,76,62
0,4,4
0,63,57
0,99,97
1,102,99
0,104,101
0,56,53
0,18,23
1,68,75
0,90,93
1,93,93
0,98,95
0,52,58
0,80,95
1,53,51
1,91,77
0,84,65
1,100,95
0,4,6
0,21,21
0,38,35
1,14,13
0,77,95
0,16,15
1,21,17
1,28,24
1,67,53
1,70,55
0,82,87
0,88,98
0,14,22
0,20,24
0,47,61
0,58,72
1,87,86
0,106,107
1,16,11
0,20,11
0,13,22
0,38,49
1,44,53
0,49,59
0,49,40
0,54,41
0,68,45
0,72,50
1,75,53
1,96,76
0,45,44
0,74,77
1,87,98
1,8,2
1,31,25
0,31,25
1,97,100
0,33,37
0,60,54
0,32,35
0,35,43
0,54,72
0,62,64
1,20,18
0,35,21
1,57,49
0,43,47
0,12,19
0,45,59
1,74,71
1,63,69
0,70,81
1,56,58
0,64,58
0,37,36
0,78,84
1,88,93
1,7,4
0,46,66
0,70,92
1,78,92
0,7,15
0,25,45
0,50,67
0,84,83
0,86,95
1,25,3
1,43,48
1,70,58
0,78,65
0,8,10
0,42,62
0,22,33
0,49,78
0,27,24
0,44,42
1,49,50
1,39,49
1,13,20
1,52,58
1,3,0
0,7,8
1,22,23
1,43,54
1,64,74
0,64,76
1,75,80
1,100,114
0,89,76
1,105,102
0,2,0
1,51,47
1,63,57
0,2,0
0,24,19
1,52,43
0,56,50
1,72,74
0,39,48
1,60,65
0,84,97
0,4,4
0,15,11
1,34,31
0,51,70
0,10,12
1,20,29
0,2,0
1,5,4
1,25,18
0,25,20
0,88,100
1,91,100
1,99,104
0,114,121
1,27,24
0,30,27
0,55,47
0,77,70
0,88,86
0,102,108
0,71,74
1,78,81
1,38,37
1,41,40
0,39,39
0,57,54
0,38,39
0,42,51
0,0,0
0,14,6
0,42,34
1,64,52
0,2,0
1,7,5
0,79,88
0,18,24
1,68,75
1,23,14
0,27,24
0,41,30
0,63,55
0,88,78
1,14,14
0,20,20
0,43,60
1,56,58
1,63,62
1,70,67
1,27,19
0,100,100
1,58,51
0,60,54
0,63,57
0,79,77
0,5,0
0,55,54
1,47,43
0,62,77
0,9,10
1,31,31
0,65,64
0,94,87
0,63,65
0,78,86
1,82,86
0,27,35
1,80,98
1,5,0
0,41,41
0,71,67
0,24,43
1,29,49
1,47,56
1,50,58
1,75,76
0,104,113
1,113,120
0,59,57
0,87,89
0,2,2
0,63,58
0,66,65
1,18,19
1,54,52
0,69,56
0,37,34
1,66,69
1,72,74
0,79,84
1,93,93
0,100,103
1,59,61
1,54,42
1,7,4
0,56,58
1,65,68
0,69,72
0,20,25
1,50,57
1,45,47
0,78,78
1,96,97
0,12,14
0,51,39
0,62,71
1,74,82
0,17,20
1,8,4
1,20,23
