Outcome..1.if.made..0.otherwise.,Team_Score,Opponent_Score
0,96,82
0,96,84
1,110,81
1,117,86
1,39,35
1,80,82
1,69,95
0,77,105
0,34,28
1,45,39
0,65,60
0,85,84
0,24,28
1,52,76
1,17,34
1,28,42
0,85,97
0,113,119
0,115,121
1,29,31
1,83,88
1,11,10
1,15,12
1,26,24
1,103,97
0,105,101
0,105,101
0,110,112
0,48,63
0,50,67
0,52,70
1,65,78
1,67,78
1,76,94
1,83,103
1,85,105
1,53,45
0,73,66
1,79,72
0,84,88
1,90,94
1,62,45
1,4,0
0,6,4
0,6,4
0,12,20
1,41,50
0,89,103
0,8,9
1,16,16
1,28,30
0,52,59
1,74,77
0,74,77
0,90,103
1,95,109
0,11,8
0,42,57
1,48,63
0,53,71
0,76,99
0,54,50
0,56,52
1,62,56
0,72,62
0,48,54
1,63,69
0,64,71
1,96,96
1,100,100
1,103,104
0,103,106
0,13,12
0,18,20
0,21,20
1,44,61
1,46,65
1,62,78
1,91,112
0,8,4
1,47,59
1,51,65
0,51,66
1,67,78
1,86,92
0,98,108
1,4,4
0,18,20
0,33,40
1,94,101
1,6,5
1,12,11
1,18,20
0,26,22
1,4,2
1,8,6
1,50,48
0,79,78
1,94,89
0,0,3
1,57,68
0,61,76
0,61,76
0,61,76
0,86,104
1,4,2
1,6,5
1,10,14
1,44,49
1,50,57
1,54,61
0,64,78
1,70,83
1,86,103
0,95,116
0,12,17
1,43,54
1,55,69
0,0,0
1,52,49
1,54,49
0,58,55
0,45,37
0,91,98
0,12,17
0,86,85
0,0,0
0,2,4
1,15,14
1,51,50
0,64,66
1,66,68
1,2,0
1,8,6
1,16,12
1,60,43
1,66,49
1,75,53
1,77,55
0,94,92
0,36,50
0,6,6
0,10,10
0,14,14
0,31,33
1,54,61
1,58,65
0,78,84
1,6,22
1,77,85
1,105,111
0,112,116
1,114,116
0,114,116
0,6,7
1,36,44
1,50,52
1,62,58
1,64,58
0,85,90
1,23,17
0,58,59
0,86,90
1,90,90
0,91,94
0,33,27
1,81,92
1,83,95
1,2,0
1,8,2
1,22,12
1,24,14
1,37,22
0,59,43
0,67,54
1,101,94
1,53,49
1,65,56
0,85,79
1,7,13
1,18,21
1,47,54
1,58,64
1,88,98
0,6,6
1,16,24
0,16,24
0,36,41
1,55,56
0,64,68
0,71,82
1,77,88
0,28,46
1,35,46
0,38,52
1,76,81
1,19,21
1,27,23
1,29,25
0,69,87
0,2,6
1,24,24
1,39,38
1,53,55
0,57,63
0,73,82
1,82,92
0,95,105
0,97,107
1,30,24
1,36,28
1,55,63
0,81,92
1,101,104
0,29,27
0,88,69
0,98,80
0,58,68
0,80,90
0,82,92
1,91,102
0,5,6
0,16,22
0,20,27
0,21,32
1,38,42
1,40,44
1,4,7
0,43,33
0,43,33
1,51,39
1,59,47
1,65,49
0,73,55
0,89,70
0,0,0
0,10,12
1,40,52
0,50,58
0,54,64
1,58,73
1,8,6
1,47,35
1,70,55
1,83,71
0,91,84
1,98,94
1,12,8
0,40,41
0,40,43
0,44,47
0,64,72
1,76,85
1,78,86
0,2,6
0,16,26
1,28,36
1,33,40
0,40,49
0,41,56
1,50,65
1,60,67
1,70,69
1,39,41
0,39,43
0,41,43
1,51,45
1,69,55
0,71,61
0,94,83
0,66,53
0,66,53
0,73,57
0,12,17
0,69,70
1,92,105
0,93,107
1,43,34
1,50,46
0,82,70
1,16,18
1,18,26
1,23,30
0,29,35
0,29,35
1,72,69
0,75,71
0,36,49
0,22,23
0,26,41
1,30,42
0,30,45
1,38,55
1,42,57
1,48,62
1,61,68
0,64,74
0,79,83
0,14,23
1,32,43
1,34,45
0,63,70
1,68,72
0,75,78
1,79,80
0,81,83
0,89,90
0,0,0
1,16,15
1,26,20
1,40,30
1,46,34
0,64,58
0,79,77
0,96,94
1,103,98
0,22,22
1,24,22
0,34,30
1,63,58
1,69,69
1,82,85
0,88,88
0,5,12
1,20,30
0,43,56
1,45,58
0,48,58
0,51,63
0,51,65
0,51,67
0,3,5
0,3,7
1,7,12
1,31,27
0,66,62
1,68,63
0,70,69
1,82,84
0,91,86
1,9,2
1,20,7
1,39,38
1,43,38
0,45,38
0,59,45
1,70,52
0,72,57
0,80,71
1,88,82
0,90,88
0,4,4
1,13,4
0,18,6
0,18,6
0,73,70
0,4,7
1,46,48
0,52,51
1,59,61
0,59,61
1,2,0
0,14,12
0,54,50
0,60,60
0,65,66
0,69,66
1,12,9
0,47,37
1,51,44
1,54,48
1,61,50
0,72,66
1,74,66
0,7,8
0,55,63
1,14,14
0,14,14
1,25,22
1,68,70
0,76,79
1,80,81
0,80,81
1,11,12
1,15,21
1,30,38
0,60,68
1,64,68
1,72,84
0,90,96
1,17,14
1,19,14
0,21,20
1,27,26
0,54,54
1,56,56
0,56,61
0,59,70
1,65,72
0,96,101
1,4,2
0,8,7
1,14,9
1,22,12
0,30,24
0,57,53
1,2,0
0,6,7
0,12,19
0,20,26
0,20,28
0,30,37
1,32,39
1,39,46
1,51,53
0,51,53
1,76,71
1,89,77
0,99,84
1,20,18
1,24,22
0,27,28
1,74,72
0,77,75
0,80,79
0,80,79
1,4,0
0,13,8
1,15,10
1,35,23
0,37,25
1,54,38
1,59,44
1,61,47
1,63,47
0,63,47
1,79,59
0,79,63
0,83,69
1,98,86
0,107,94
1,9,11
