Outcome..1.if.made..0.otherwise.,Team_Score,Opponent_Score
0,20,30
1,66,77
1,68,79
0,68,81
1,79,85
0,81,86
1,85,86
1,89,95
1,36,58
1,74,88
1,12,15
1,22,24
1,24,24
1,78,89
1,83,95
1,9,12
1,13,12
1,41,44
1,82,115
1,88,116
0,23,7
1,51,36
0,73,57
1,8,4
1,10,8
0,58,48
1,68,60
0,68,60
0,92,104
1,2,4
0,8,16
0,8,18
0,44,57
1,55,59
0,59,65
0,69,71
1,55,69
1,81,94
0,75,78
0,24,29
1,28,31
1,30,33
0,75,82
1,83,84
0,17,23
1,16,22
1,33,36
1,63,61
0,69,68
1,56,55
1,65,61
1,68,68
0,86,88
0,86,90
0,10,15
1,59,55
0,59,57
0,81,91
0,26,26
1,26,15
1,30,17
0,59,61
0,34,16
0,32,29
1,34,31
1,38,34
1,73,96
1,87,110
1,31,37
0,33,42
1,42,47
0,73,92
1,78,97
1,26,31
0,36,38
0,79,74
0,79,84
0,21,18
1,39,26
1,56,50
0,60,52
0,73,65
1,79,75
1,21,18
1,66,75
1,68,75
0,79,95
1,81,95
1,32,47
1,38,51
0,45,63
0,45,63
1,55,73
1,67,90
1,73,95
0,73,95
1,22,27
1,72,67
0,77,92
1,82,94
0,84,96
0,90,103
1,93,107
1,16,5
1,22,13
1,40,31
1,62,48
0,70,51
1,74,55
0,17,16
1,69,79
1,71,81
1,82,88
1,10,7
1,21,13
0,68,56
0,73,61
1,79,67
0,25,26
0,29,31
1,82,83
0,20,21
1,18,20
1,72,70
1,86,80
1,9,13
0,13,13
1,17,13
0,58,59
0,16,8
0,16,12
0,18,20
1,26,35
1,58,59
0,65,69
1,86,88
0,14,21
0,79,83
0,42,46
0,69,72
1,13,12
1,15,12
1,17,12
0,21,12
0,21,12
1,25,14
0,26,14
1,30,14
1,63,49
1,65,51
1,94,73
0,62,83
0,68,86
1,79,97
1,87,101
1,34,38
1,70,61
1,29,32
1,31,35
1,35,37
1,37,39
1,44,41
0,46,46
0,46,48
1,96,89
1,12,17
1,14,17
1,87,81
1,7,15
1,43,56
1,51,68
0,57,79
0,69,93
1,7,0
1,9,2
1,11,4
1,54,32
1,62,40
1,67,44
1,71,46
1,75,50
1,81,54
1,83,56
1,88,60
0,88,60
0,88,60
0,0,2
0,0,2
0,0,2
0,43,51
0,80,90
0,87,92
0,89,96
0,3,1
1,17,11
0,19,13
1,63,52
1,80,74
1,88,80
1,94,97
0,94,99
1,11,4
0,94,75
0,100,85
1,105,87
1,5,4
0,10,10
0,12,16
1,14,20
0,25,41
1,27,41
1,33,44
1,37,46
0,37,51
1,48,60
1,50,62
1,85,92
0,89,97
1,91,99
1,93,99
0,10,13
1,26,40
1,35,44
0,47,51
0,47,57
0,47,57
1,49,57
1,51,57
0,56,61
0,62,75
1,75,87
1,4,8
0,13,10
1,37,42
1,50,50
1,54,56
1,61,60
1,92,88
1,94,89
1,5,4
1,9,10
0,73,86
1,77,94
0,4,8
0,4,10
1,6,12
1,25,26
1,27,26
1,31,29
1,37,41
1,47,55
1,55,59
1,94,91
0,32,35
1,37,38
1,39,39
0,45,44
1,49,48
1,89,84
0,2,8
1,10,16
0,15,20
1,27,37
0,33,42
1,48,51
1,54,54
1,79,76
1,81,82
0,85,85
0,88,88
1,90,88
0,92,88
1,94,91
1,96,92
1,10,4
1,33,33
1,39,39
0,50,48
0,50,48
0,80,78
0,87,84
1,93,92
1,14,8
1,16,8
1,18,13
1,20,13
1,57,56
0,57,58
1,69,74
0,69,75
1,82,90
0,82,92
1,84,94
1,7,10
0,26,24
0,32,35
1,34,39
0,49,55
0,84,85
1,2,2
0,7,10
0,8,8
0,8,8
1,34,41
1,47,55
1,61,69
1,69,73
0,82,88
1,93,98
1,9,12
1,15,26
1,21,31
0,58,71
0,58,71
0,62,82
0,62,82
0,64,85
0,82,107
0,0,0
0,4,15
0,23,40
1,25,42
1,35,46
0,52,68
0,54,68
1,5,3
0,5,3
0,7,5
1,9,9
1,50,53
0,59,60
1,61,60
1,11,8
0,13,12
1,17,15
1,21,24
0,21,26
1,27,34
0,28,40
1,47,59
1,61,63
1,68,73
1,70,73
0,70,73
1,86,84
0,86,84
1,97,90
1,101,93
1,2,0
1,6,4
1,10,11
1,16,16
1,41,35
0,51,42
0,51,42
0,61,48
0,79,67
1,90,73
0,4,4
0,7,10
1,9,11
0,50,53
0,50,55
1,54,57
0,54,57
1,60,59
0,60,61
1,64,65
1,68,67
0,8,7
1,10,9
0,10,15
