Outcome..1.if.made..0.otherwise.,Team_Score,Opponent_Score
0,34,18
0,60,77
1,3,0
0,38,47
0,13,7
0,46,45
0,41,41
0,30,39
1,101,103
0,2,2
1,110,111
0,0,4
0,91,81
0,49,39
0,75,88
1,55,59
1,86,87
0,66,71
0,20,30
0,82,62
0,22,25
0,71,77
0,53,59
1,72,62
0,83,85
0,92,86
0,49,56
0,12,24
0,15,31
1,69,80
0,37,47
0,48,49
0,60,59
1,64,65
0,37,49
0,84,71
1,73,59
1,55,46
1,8,2
1,56,64
0,94,103
0,45,50
1,73,81
1,11,6
0,53,42
0,12,13
0,74,80
0,7,5
0,97,100
0,57,35
0,85,85
0,53,53
1,64,62
1,60,59
0,27,17
1,60,60
0,87,98
0,34,66
0,70,62
0,91,78
0,42,41
1,71,70
0,39,28
0,71,56
1,35,28
0,39,34
0,49,55
1,61,69
0,83,86
1,97,97
1,32,43
0,46,69
1,16,13
1,69,53
0,121,102
0,32,37
0,103,109
0,65,58
0,73,71
0,75,64
0,57,75
0,119,94
0,105,110
1,45,41
0,39,15
0,61,57
0,68,83
1,19,27
1,68,61
0,54,62
0,73,83
0,24,20
0,78,74
1,57,55
0,21,8
1,50,39
1,59,57
0,0,0
0,88,100
0,24,26
0,25,34
0,66,80
0,67,76
1,33,47
1,73,92
0,80,105
1,5,0
0,5,2
1,70,91
0,76,107
0,87,112
0,56,79
0,64,88
1,58,53
0,36,36
0,18,17
1,29,26
1,94,91
0,17,25
0,25,44
0,64,71
1,45,31
0,45,33
1,22,23
0,72,79
1,35,24
0,38,31
0,33,32
1,95,81
0,85,91
0,67,68
0,32,24
0,72,75
1,35,38
1,66,90
0,84,86
1,44,47
0,14,15
0,107,108
0,46,53
0,83,82
0,71,54
0,78,83
1,89,95
0,98,101
0,59,47
0,91,103
0,74,67
0,52,46
1,52,52
1,6,4
0,27,35
0,75,73
0,58,55
1,36,47
1,77,60
1,7,10
0,76,77
0,27,38
0,75,61
0,56,60
0,95,86
1,88,100
0,55,60
0,0,5
0,41,51
0,74,64
0,48,55
0,11,13
0,60,58
1,69,70
1,6,7
0,59,60
0,78,70
0,81,80
0,6,2
0,4,22
0,82,88
0,36,42
1,59,51
0,59,52
0,100,108
0,27,37
0,89,91
0,70,99
1,67,79
0,73,84
0,3,6
0,56,73
1,57,73
0,15,20
1,50,57
0,7,10
0,45,51
0,68,65
0,75,86
0,49,44
1,8,4
1,30,26
0,52,51
0,7,7
1,53,40
0,8,17
1,33,25
1,40,17
1,86,89
1,89,91
1,74,82
0,104,80
0,93,98
1,41,36
0,57,42
1,15,7
0,23,23
1,66,74
0,86,98
0,68,64
1,127,114
0,53,59
0,62,77
0,109,112
0,21,29
0,83,72
0,57,81
1,69,81
0,46,70
1,15,20
1,4,8
0,45,56
1,69,51
0,8,12
1,72,54
0,69,78
1,5,2
0,24,24
1,29,12
1,53,72
0,74,78
0,41,42
1,5,0
1,92,101
0,96,105
1,57,72
0,7,5
0,37,39
1,74,46
0,0,2
0,24,12
0,97,106
0,108,115
0,106,111
0,0,0
0,52,59
1,101,109
0,7,19
0,20,45
0,47,59
1,46,25
0,83,75
0,18,22
0,49,47
0,118,115
1,10,26
0,89,92
0,3,4
1,115,122
0,66,69
0,7,7
1,91,77
1,5,8
0,96,90
0,47,44
1,43,19
0,69,57
0,6,10
0,86,78
0,57,46
0,92,81
0,44,50
0,89,74
0,64,49
0,88,77
0,95,80
0,78,60
0,18,21
0,96,88
1,5,2
0,74,72
0,82,46
0,83,81
0,115,114
0,53,43
0,58,43
1,98,103
1,38,36
1,56,48
0,54,45
1,58,57
1,48,44
0,2,0
0,56,64
0,56,54
0,73,85
0,86,64
1,67,63
1,14,12
0,45,50
0,30,28
0,9,3
1,10,4
0,12,8
0,19,14
0,99,98
0,15,12
0,66,55
0,83,80
0,18,17
0,62,69
1,80,61
0,47,52
0,52,56
0,78,83
0,81,87
0,105,109
1,29,28
1,40,24
0,26,12
0,38,24
0,49,34
0,16,10
0,54,52
0,74,71
0,19,29
0,100,97
1,21,18
0,91,86
1,13,8
1,26,15
1,8,7
0,65,60
1,76,72
0,83,59
0,33,27
1,107,102
0,107,109
0,12,12
1,89,83
0,70,77
0,88,97
0,60,59
0,62,66
0,83,63
1,84,64
0,63,63
0,61,55
1,26,26
1,94,93
0,96,99
0,61,55
0,51,51
0,83,61
0,32,24
0,8,11
1,44,48
1,64,64
1,86,75
0,52,47
0,49,47
1,51,72
0,37,36
1,60,59
1,11,13
0,69,75
0,77,65
0,61,63
0,58,72
1,35,23
1,85,87
1,17,8
0,4,12
0,16,17
0,59,59
0,84,82
1,69,56
1,91,72
0,96,100
0,63,59
1,40,28
0,26,24
0,39,34
1,65,55
0,89,69
0,55,53
0,54,56
1,71,65
0,42,32
1,36,59
0,47,42
1,51,45
0,70,73
0,6,9
1,38,44
0,44,56
1,51,56
0,83,73
1,79,82
0,96,98
0,46,52
0,58,68
0,43,52
0,81,83
0,48,50
0,31,35
1,42,34
0,4,2
1,73,73
0,79,77
1,89,93
1,95,100
0,98,104
1,85,88
1,13,10
0,4,0
1,53,53
0,53,46
0,68,62
0,55,61
0,54,40
0,36,41
0,47,45
0,80,79
0,94,87
1,43,34
0,59,58
0,76,75
0,99,96
0,44,50
0,44,50
0,88,94
0,53,60
0,91,101
1,78,77
0,107,112
0,113,117
0,58,49
0,65,60
1,28,17
1,31,19
0,99,93
0,91,80
0,107,96
0,104,107
0,78,76
0,55,59
0,2,2
0,16,13
0,52,54
1,65,57
0,65,57
1,41,39
0,43,55
0,69,69
1,108,112
1,81,66
1,61,60
1,86,74
0,103,86
1,48,36
1,84,78
0,36,37
0,43,39
1,53,55
0,62,59
1,52,45
0,13,12
0,63,74
0,63,47
0,82,60
0,16,6
1,91,87
0,16,11
1,79,72
1,28,13
0,44,27
0,87,93
0,5,8
0,53,51
0,17,18
1,106,93
1,88,90
0,118,123
0,78,82
1,80,86
0,9,14
0,95,83
0,4,6
0,96,103
0,57,59
0,77,85
0,71,60
0,42,49
1,79,77
1,84,81
0,6,2
0,63,71
1,69,55
1,60,42
0,66,53
0,99,101
1,15,12
1,21,17
1,74,39
0,13,9
0,6,9
0,78,86
1,19,22
0,90,90
0,55,42
0,87,81
0,84,72
1,61,56
0,65,63
0,26,21
1,21,18
0,68,77
0,85,94
0,120,107
0,98,82
1,86,75
0,74,76
1,97,89
0,28,22
1,39,28
0,59,60
0,68,65
0,29,35
0,40,35
0,56,52
1,73,66
1,6,4
1,85,89
0,83,57
0,20,11
0,2,1
0,88,69
0,22,23
1,95,94
0,40,30
0,20,13
0,104,115
1,22,16
0,0,0
0,67,62
0,103,96
0,59,39
0,94,100
0,64,64
0,12,10
0,4,8
1,24,26
0,75,48
0,20,30
0,57,76
0,71,60
