Outcome..1.if.made..0.otherwise.,Team_Score,Opponent_Score
0,41,41
0,29,49
0,61,62
0,66,58
0,19,10
1,7,8
0,4,4
0,64,62
1,13,12
1,86,94
0,95,106
0,34,32
1,16,23
0,77,85
0,69,58
0,81,84
0,11,20
0,78,88
1,27,24
0,90,99
0,91,95
0,86,90
0,52,62
0,50,70
0,91,106
0,109,112
1,104,104
0,30,32
0,82,85
0,54,60
0,76,73
0,35,26
0,91,90
0,91,105
0,91,99
0,46,52
1,9,3
0,39,43
1,5,2
1,67,76
0,67,71
1,19,24
0,37,46
0,80,95
0,42,38
0,48,35
0,0,0
0,51,43
0,61,48
0,28,25
0,34,23
0,2,3
0,54,53
0,2,4
0,23,21
0,95,105
0,17,12
0,15,21
1,47,55
1,8,2
0,57,54
0,57,58
0,106,110
0,3,2
0,46,40
0,0,0
0,53,24
0,0,0
0,22,30
0,0,2
1,94,96
1,78,64
0,0,4
0,60,63
0,59,60
0,17,17
1,74,62
0,103,88
0,0,2
0,21,23
1,65,58
0,40,42
0,0,0
1,9,2
1,85,61
1,7,3
1,29,7
0,93,103
0,21,26
0,17,9
0,6,10
0,79,82
0,0,0
0,13,9
0,78,72
0,58,60
1,28,17
1,3,0
0,52,55
1,113,95
0,41,39
0,12,10
0,34,25
0,35,27
1,3,2
1,8,2
0,6,4
0,45,33
0,49,46
0,23,47
0,6,4
0,0,0
0,53,59
1,10,6
1,10,4
0,53,48
0,11,17
0,53,39
0,76,84
0,3,0
0,60,58
0,70,61
0,33,34
0,6,4
0,0,6
1,59,47
1,37,40
1,5,8
0,47,68
1,84,99
0,4,6
0,4,6
0,88,72
0,11,19
1,55,71
0,63,80
0,82,96
1,85,96
1,36,39
0,42,43
0,86,95
0,97,108
1,76,78
1,11,5
1,14,7
0,14,13
0,14,13
0,28,20
0,38,37
0,40,39
1,48,41
1,67,53
1,7,13
1,57,63
1,60,83
0,60,83
1,11,2
0,85,79
0,95,100
0,100,106
1,14,12
0,67,52
1,96,81
1,10,18
1,47,51
0,78,85
0,28,35
1,40,40
0,15,12
0,47,44
1,58,48
0,75,53
1,82,59
0,26,23
1,32,24
0,65,56
1,7,2
1,8,8
0,41,44
1,70,69
0,76,74
1,83,83
1,6,0
0,41,56
0,44,60
0,56,68
0,76,73
0,95,95
0,97,97
0,17,6
0,4,0
0,13,6
1,64,57
1,67,59
1,74,68
1,83,72
1,32,22
1,55,45
0,65,52
0,87,72
1,94,78
0,6,14
0,40,62
1,90,100
0,102,108
0,13,8
1,16,10
0,22,18
0,53,49
1,6,2
1,56,60
0,10,7
0,45,43
1,72,71
1,90,82
0,117,120
1,36,30
1,54,47
1,32,29
0,93,88
0,45,38
1,60,51
1,65,52
1,39,31
0,53,43
0,34,33
1,48,37
0,96,70
0,102,81
0,18,14
1,20,14
1,29,20
0,58,49
1,92,81
1,49,50
0,77,86
1,27,21
0,55,44
0,46,34
0,33,32
1,3,0
1,83,86
0,85,92
1,8,6
0,12,13
0,40,42
0,50,49
1,12,15
1,24,22
1,38,38
1,88,84
1,93,91
0,41,49
0,62,74
1,75,78
0,12,8
1,40,42
0,54,49
1,63,49
1,73,66
0,91,81
1,9,2
0,23,14
1,98,75
1,63,60
0,71,67
1,83,80
1,86,82
1,47,59
0,56,81
0,49,64
0,84,104
1,63,63
0,81,77
1,45,33
1,65,50
0,65,52
0,65,55
0,67,62
0,12,11
1,26,23
0,79,86
0,61,67
1,28,25
1,64,54
0,79,67
0,90,77
0,0,2
0,20,24
1,23,24
0,41,41
1,60,58
0,78,76
0,14,13
0,62,65
0,66,72
1,65,73
0,8,2
0,64,75
1,69,79
0,74,88
1,56,53
0,96,94
0,72,66
1,27,23
1,84,82
1,99,104
1,16,16
1,99,99
0,0,2
1,28,21
1,57,38
1,61,41
0,32,37
1,46,53
0,56,59
0,60,63
0,77,83
0,110,109
0,48,68
1,78,90
1,53,32
1,58,32
1,72,47
0,61,37
1,104,79
0,11,13
0,51,58
1,61,63
1,61,54
0,16,13
0,112,113
1,45,50
1,9,12
0,17,14
1,20,19
1,58,40
0,81,73
1,20,15
0,33,21
0,62,46
1,71,66
1,74,68
1,29,25
0,55,55
0,55,57
0,23,33
0,45,50
0,70,70
0,72,79
1,7,7
0,49,54
0,69,80
0,69,80
0,29,42
1,38,49
0,59,58
0,85,77
1,25,25
1,55,59
0,60,66
1,18,8
1,25,11
1,30,15
1,69,56
0,79,67
0,17,11
0,17,11
0,41,37
0,4,0
0,40,40
0,46,46
1,60,63
0,43,30
0,45,32
1,76,74
0,84,85
0,16,11
1,22,15
1,25,15
1,28,15
1,92,79
0,105,93
1,5,8
0,34,27
0,34,35
1,5,2
1,17,12
1,40,50
1,3,0
1,68,77
1,92,92
0,23,23
1,53,41
0,53,41
0,3,0
1,61,52
0,11,30
1,44,56
0,48,61
0,60,78
0,50,35
0,58,37
1,78,66
0,101,91
0,4,5
1,87,84
1,96,91
1,73,65
0,10,8
0,64,57
0,72,72
1,11,9
1,37,49
0,47,72
0,24,28
1,33,30
0,33,30
0,91,99
1,3,4
0,12,19
1,51,68
0,60,79
1,80,97
1,83,97
0,8,6
0,10,10
0,13,14
0,33,42
0,33,42
0,2,3
1,49,39
0,72,60
1,20,13
0,43,29
1,67,46
1,16,14
1,57,60
1,81,86
0,28,28
0,54,50
0,48,48
0,62,55
0,58,45
1,61,45
1,70,62
0,34,38
0,48,54
1,51,55
0,78,90
0,8,17
1,27,40
0,36,44
1,5,4
1,32,22
0,72,89
1,81,91
0,101,115
0,60,39
0,76,56
0,46,34
1,51,34
1,93,77
0,9,6
1,16,8
1,26,10
0,26,14
1,34,15
1,93,85
1,30,36
1,37,38
0,18,21
1,39,36
1,42,36
0,55,47
1,15,21
1,53,55
1,58,61
1,65,67
1,99,99
0,4,1
1,77,77
1,87,86
0,73,62
0,2,4
0,56,69
0,63,79
0,9,2
0,11,6
0,42,37
0,74,83
0,75,85
0,4,2
0,40,43
0,53,60
1,87,95
1,107,107
0,123,124
0,9,7
1,22,15
0,46,45
1,61,51
1,64,51
1,13,23
0,14,4
0,22,12
0,33,27
0,40,32
0,63,52
0,93,90
0,98,95
0,2,2
1,52,50
0,69,59
1,11,11
0,11,15
1,32,36
0,72,80
0,88,97
1,93,99
0,99,107
0,42,34
1,69,66
0,78,79
0,15,12
1,34,35
1,37,35
0,41,43
0,45,48
0,52,54
0,65,71
0,75,76
0,27,27
1,42,46
1,53,60
0,72,76
0,87,92
1,90,94
0,92,99
1,45,34
0,50,36
1,71,53
0,17,18
1,24,24
0,2,6
0,8,12
1,60,45
1,35,32
0,55,63
1,56,50
1,59,55
0,98,95
0,6,7
0,23,27
1,60,55
1,77,62
0,82,75
0,21,20
0,45,52
0,75,89
1,17,18
1,22,22
0,60,56
1,77,85
1,80,87
0,109,115
0,2,4
0,2,4
1,39,48
0,34,29
1,50,46
0,67,57
1,16,12
0,47,43
0,56,54
0,67,64
1,19,17
0,26,23
1,73,68
0,92,92
0,10,9
0,14,12
1,41,58
0,6,4
1,66,52
1,84,60
0,25,14
0,75,75
0,80,79
0,89,97
1,92,97
0,39,37
0,59,56
0,77,78
0,80,82
0,45,47
0,76,82
0,16,28
1,23,31
0,51,69
1,69,93
1,11,11
0,34,30
0,73,78
0,91,91
1,105,102
0,29,24
1,32,26
0,41,35
1,44,35
1,48,39
1,53,44
1,60,56
1,76,67
1,7,4
0,13,13
0,30,38
1,15,8
0,42,60
0,13,20
0,78,84
1,89,89
0,22,25
1,63,52
0,12,14
1,48,41
1,68,60
1,15,12
0,42,42
0,58,56
1,85,81
1,11,10
0,89,84
1,7,12
1,73,53
0,89,88
0,51,59
1,16,5
1,21,15
0,44,44
0,63,60
1,89,78
1,94,82
1,13,13
1,74,72
1,91,90
0,36,40
1,6,7
1,11,8
0,41,27
0,83,88
0,85,91
0,7,6
1,21,21
0,26,23
1,66,53
0,92,83
0,97,93
0,100,98
0,102,100
1,129,124
0,2,3
0,24,20
0,52,60
1,14,9
1,70,52
0,77,57
1,28,29
1,46,57
0,68,76
0,15,12
0,66,63
1,87,81
0,89,85
0,27,27
1,50,44
0,41,43
0,62,59
1,46,40
1,100,95
0,4,5
0,53,56
1,87,92
1,94,100
1,45,49
0,9,6
0,71,89
0,8,15
1,31,30
0,48,45
0,50,47
0,65,60
1,71,65
0,91,81
1,12,23
0,19,29
0,38,47
0,78,81
0,85,81
0,42,37
0,13,20
1,62,58
1,67,58
1,11,6
1,99,85
0,2,2
0,47,41
0,90,86
1,9,2
0,56,67
0,2,0
1,22,17
0,92,83
0,19,25
0,43,43
0,49,49
1,12,10
0,38,35
1,73,53
0,76,57
0,83,59
0,0,1
0,34,61
1,48,68
0,21,14
0,41,39
1,56,49
0,75,78
1,59,62
1,15,16
0,38,35
1,41,35
1,45,42
0,0,2
0,19,10
1,24,10
0,93,99
0,95,99
0,95,99
0,28,26
0,45,45
1,57,59
0,70,71
0,93,98
1,33,43
1,40,45
0,49,56
0,66,74
0,104,110
0,88,96
0,96,104
0,96,104
0,49,44
0,5,2
1,44,32
0,64,54
0,6,6
0,37,34
1,42,34
1,15,15
1,50,44
0,100,88
0,104,97
1,5,2
1,22,20
1,78,71
0,11,10
1,58,68
0,68,76
0,68,76
0,23,26
0,32,45
1,37,47
1,55,63
0,4,10
0,15,25
0,35,38
0,24,26
0,29,26
0,88,91
0,20,11
0,58,56
1,71,64
0,14,8
1,18,21
1,37,36
0,79,77
1,91,87
0,91,88
0,2,2
1,69,63
0,69,63
0,19,28
0,37,27
1,42,30
0,55,37
1,48,31
0,100,77
0,0,4
0,58,50
0,93,91
1,3,2
1,6,4
0,67,72
0,75,82
0,7,6
1,33,23
0,12,21
0,47,61
0,67,78
0,7,4
1,76,76
1,43,56
0,31,32
0,51,66
0,42,30
0,54,45
0,80,80
1,92,98
0,4,2
0,54,46
1,63,46
0,63,48
0,9,2
1,37,29
0,102,81
0,38,41
1,52,55
0,21,27
1,54,55
0,5,2
0,34,29
1,84,80
0,2,5
1,5,7
0,48,50
1,78,72
1,83,77
0,45,66
0,81,91
1,104,102
0,61,52
0,102,95
0,0,2
1,39,41
0,47,49
0,55,56
0,60,61
1,83,74
1,12,10
1,15,14
0,47,52
0,51,58
0,63,66
1,12,14
0,12,14
1,37,48
0,2,5
1,45,45
1,58,69
0,81,97
0,18,34
0,39,48
0,33,30
0,83,85
0,15,8
0,55,38
1,63,42
0,15,16
1,42,43
1,89,81
0,8,2
0,90,99
1,7,1
0,10,3
0,8,8
1,93,92
0,103,104
0,34,32
1,57,54
1,69,58
1,76,65
1,15,10
0,50,44
0,53,49
0,65,64
0,11,21
1,102,89
0,25,28
0,52,52
0,82,91
0,10,11
0,29,33
0,41,48
1,98,105
0,27,25
0,40,32
1,61,45
1,86,69
0,30,39
1,9,2
0,40,47
1,60,60
1,69,63
1,74,65
0,82,80
0,89,93
1,7,10
0,29,36
1,57,49
0,66,57
0,54,58
0,94,102
0,2,8
0,75,80
1,84,88
1,18,24
0,80,83
0,80,83
0,84,87
0,88,89
1,48,40
0,64,61
0,83,94
0,33,42
0,74,79
0,106,97
1,46,41
0,4,3
0,72,66
1,9,13
0,34,37
1,41,41
0,50,43
0,74,67
0,57,52
0,75,61
0,4,3
1,59,37
0,54,51
1,19,12
1,32,27
1,96,93
1,105,106
1,40,37
0,62,63
0,84,91
0,115,119
1,11,7
0,53,52
1,70,70
0,13,8
0,77,53
0,4,6
1,9,12
0,38,52
0,11,9
1,71,48
0,83,60
1,111,90
1,18,28
0,55,60
0,60,40
1,63,41
0,67,43
1,9,5
1,41,37
0,56,53
1,28,19
1,53,41
1,24,14
0,39,24
0,55,39
1,12,7
0,48,36
1,69,64
0,74,94
1,3,2
0,28,21
1,61,68
1,64,68
0,67,72
0,98,89
0,3,2
1,32,28
0,38,43
0,12,12
0,58,71
1,74,83
0,9,6
0,63,53
0,101,86
0,20,26
0,22,29
0,13,5
1,48,27
0,53,46
0,11,7
0,30,27
0,34,39
0,74,67
0,13,12
1,96,93
1,121,117
0,4,12
0,8,16
1,80,67
0,58,39
0,63,47
0,93,87
0,26,20
0,43,34
0,12,20
1,11,10
0,36,29
0,53,39
1,58,44
0,2,2
0,55,51
0,7,2
0,7,2
0,64,56
0,7,6
0,31,21
0,36,37
0,87,77
0,2,2
1,16,13
1,72,56
1,78,60
1,5,0
0,40,31
0,53,43
0,57,51
1,72,69
0,7,10
1,17,14
0,58,55
0,31,22
0,55,62
0,29,46
0,59,72
0,71,85
0,24,30
0,52,63
1,66,72
0,56,55
0,2,8
0,52,52
0,57,54
1,65,62
1,101,83
0,31,26
0,31,28
0,76,77
1,97,91
0,2,4
0,54,46
0,65,60
1,102,108
1,42,47
0,54,67
0,107,112
1,3,2
0,75,60
1,122,103
0,52,51
0,83,70
0,0,0
0,9,8
0,9,10
0,12,14
1,30,20
1,39,35
